DEALERSHIPID,VIN,STOCKNUMBER,YEAR,MAKE,MODEL,TRIM,INVENTORYTYPE,DRIVETYPE,TRANSMISSIONTYPE,ODOMETER,EXTCOLOUR,INTCOLOUR,LISTPRICE,DESCRIPTION,OPTIONS,PHOTOS
285,1G1PC5SHXC7400156,EB0156,2012,Chevrolet,Cruze,2LS,Used,FWD,Automatic,129296,Gray,,5500,,Child Safety Locks;Power Door Locks;Theft Deterrent/Alarm;Anti-lock Brakes / ABS;Traction Control;Vehicle Stability Management VSM;Driver Side Airbag;Passenger Front Airbag Off/On;Remote / Keyless Entry;Air Conditioning A/C;Tilt Steering Wheel;Tilt Steering Wheel;Telescopic Steering Wheel;Trip Computer;Smart / Active Cornering Headlights;Daytime Running Lights;Power Windows;Rear Defrost;,"https://dealerpull.blob.core.windows.net/photos-345200/img_133717692959894192.jpg,https://dealerpull.blob.core.windows.net/photos-345200/img_133717692944247806.jpg,https://dealerpull.blob.core.windows.net/photos-345200/img_133717692957082087.jpg,https://dealerpull.blob.core.windows.net/photos-345200/img_133717692948039031.jpg,https://dealerpull.blob.core.windows.net/photos-345200/img_133717692946189962.jpg,https://dealerpull.blob.core.windows.net/photos-345200/img_133717692947115163.jpg,https://dealerpull.blob.core.windows.net/photos-345200/img_133717692957984906.jpg,https://dealerpull.blob.core.windows.net/photos-345200/img_133717692945234623.jpg,https://dealerpull.blob.core.windows.net/photos-345200/img_133717692958940453.jpg"
285,1C6SRFLT7KN821651,EB1651,2019,RAM,1500,Rebel Crew Cab SB 4WD,Used,4X4,Automatic,123016,Gray,,39900,,Power Windows;Alloy / Aluminum Wheels;Fog Lights;Lumbar Seat Adjustment;Cruise Control;Passenger Front Airbag Off/On;Driver Side Airbag;Anti-lock Brakes / ABS;Child Safety Locks;,"https://dealerpull.blob.core.windows.net/photos-347148/img_133717652939772223.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652944926925.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652941465432.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652960532477.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652958603142.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652972610232.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652975086799.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652942653913.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652943833064.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652957641637.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652959529427.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652961706820.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652971521763.jpg,https://dealerpull.blob.core.windows.net/photos-347148/img_133717652974144878.jpg"
285,5XYPHDA58GG184665,EB4665,2016,Kia,Sorento,EX V6 AWD,Used,AWD,Automatic,166440,White,,11900,,Child Safety Locks;Theft Deterrent/Alarm;AWD;Anti-lock Brakes / ABS;Assisted Braking;Traction Control;Vehicle Stability Management VSM;Driver Side Airbag;Passenger Front Airbag Off/On;Smart / Active Cornering Headlights;Daytime Running Lights;Fog Lights;Spoiler;Alloy / Aluminum Wheels;Rear Defrost;Rear Window Wiper;,"https://dealerpull.blob.core.windows.net/photos-347612/img_133717668022282315.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717668027925960.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717668024298165.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717668019349579.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717673876879874.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717668036302454.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717668025759562.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717673855502802.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717673857374189.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717673859094809.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717673860867859.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717673863449759.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717673875558602.jpg,https://dealerpull.blob.core.windows.net/photos-347612/img_133717673878595737.jpg"
285,1G4PP5SK9G4121677,EB1677,2016,Buick,Verano,Base,Used,FWD,Automatic,139321,Gray,,11900,,Air Conditioning A/C;Alloy / Aluminum Wheels;Anti-lock Brakes / ABS;Assisted Braking;Child Safety Locks;Cruise Control;Daytime Running Lights;Driver Side Airbag;Dual Climate Control;Nav / Navigation Package;Passenger Front Airbag Off/On;Power Windows;Rear Defrost;Remote / Keyless Entry;Smart / Active Cornering Headlights;Steering Wheel Controls;Telescopic Steering Wheel;Theft Deterrent/Alarm;Tilt Steering Wheel;Traction Control;Trip Computer;Vehicle Stability Management VSM;,"https://dealerpull.blob.core.windows.net/photos-349915/img_133732403641347956.jpg,https://dealerpull.blob.core.windows.net/photos-349915/img_133732403617613956.jpg,https://dealerpull.blob.core.windows.net/photos-349915/img_133732403646554744.jpg,https://dealerpull.blob.core.windows.net/photos-349915/img_133732403643987046.jpg,https://dealerpull.blob.core.windows.net/photos-349915/img_133732403648906133.jpg,https://dealerpull.blob.core.windows.net/photos-349915/img_133732403615579866.jpg,https://dealerpull.blob.core.windows.net/photos-349915/img_133732403610685336.jpg,https://dealerpull.blob.core.windows.net/photos-349915/img_133732403613270520.jpg,https://dealerpull.blob.core.windows.net/photos-349915/img_133732403619573975.jpg"
285,2HKRW2H25KH145595,EB5595,2019,Honda,CR-V,LX AWD,Used,AWD,Automatic,146536,Gray,,22900,,Anti-lock Brakes / ABS;Child Safety Locks;Cruise Control;Driver Side Airbag;Passenger Front Airbag Off/On;Power Windows;Telescopic Steering Wheel;,"https://dealerpull.blob.core.windows.net/photos-350379/img_133732410802194554.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732410835982045.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732412321413187.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732412319085196.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732410805684017.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732410841788634.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732410806945007.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732410808333050.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732410840358159.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732410842964585.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732410855368982.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732410809760537.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732410858893839.jpg,https://dealerpull.blob.core.windows.net/photos-350379/img_133732410838591795.jpg"
285,KM8J2CA41KU943166,EB3155,2019,Hyundai,Tucson,SE AWD,Used,AWD,Automatic,64419,Gray,,23500,,Anti-lock Brakes / ABS;Child Safety Locks;Cruise Control;Driver Side Airbag;Passenger Front Airbag Off/On;Power Windows;Telescopic Steering Wheel;Theft Deterrent/Alarm;,"https://dealerpull.blob.core.windows.net/photos-351330/img_133732402440398790.jpg,https://dealerpull.blob.core.windows.net/photos-351330/img_133732402391718023.jpg,https://dealerpull.blob.core.windows.net/photos-351330/img_133732402394670228.jpg,https://dealerpull.blob.core.windows.net/photos-351330/img_133732402397229616.jpg,https://dealerpull.blob.core.windows.net/photos-351330/img_133732402441888164.jpg,https://dealerpull.blob.core.windows.net/photos-351330/img_133732402396052575.jpg,https://dealerpull.blob.core.windows.net/photos-351330/img_133732402443034573.jpg,https://dealerpull.blob.core.windows.net/photos-351330/img_133732402393610628.jpg,https://dealerpull.blob.core.windows.net/photos-351330/img_133732402444234627.jpg"
285,2C4RDGBG0GR225825,EB5825,2016,Dodge,Grand Caravan,SE,Used,FWD,Automatic,103512,Gray,,16900,,Air Conditioning A/C;Anti-lock Brakes / ABS;Assisted Braking;Child Safety Locks;Cruise Control;Daytime Running Lights;Driver Side Airbag;Dual Climate Control;Passenger Front Airbag Off/On;Power Windows;Rear Defrost;Rear Window Wiper;Remote / Keyless Entry;Smart / Active Cornering Headlights;Steering Wheel Controls;Telescopic Steering Wheel;Tilt Steering Wheel;Tilt Steering Wheel;Traction Control;Trip Computer;Vehicle Stability Management VSM;,"https://dealerpull.blob.core.windows.net/photos-351336/img_133732398456385447.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398499709225.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398494572706.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398496554461.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398490000066.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398460100657.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398535224367.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398453842112.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398458544941.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398461713821.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398492126179.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398529808602.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398532211682.jpg,https://dealerpull.blob.core.windows.net/photos-351336/img_133732398536891612.jpg"
285,5J8TB4H75JL804540,EB4540,2018,Acura,RDX,6-Spd AT AWD w/Advance Package,Used,AWD,Automatic,157766,Black,,,,Power Windows;Fog Lights;Lumbar Seat Adjustment;Heated Front Seats;Telescopic Steering Wheel;Cruise Control;Passenger Front Airbag Off/On;Driver Side Airbag;Anti-lock Brakes / ABS;Theft Deterrent/Alarm;Child Safety Locks;,"https://dealerpull.blob.core.windows.net/photos-353520/img_133741794125506436.jpg,https://dealerpull.blob.core.windows.net/photos-353520/img_133741793984048117.jpg,https://dealerpull.blob.core.windows.net/photos-353520/img_133741794117962416.jpg,https://dealerpull.blob.core.windows.net/photos-353520/img_133741793976863818.jpg,https://dealerpull.blob.core.windows.net/photos-353520/img_133741793986699655.jpg,https://dealerpull.blob.core.windows.net/photos-353520/img_133741794113846680.jpg,https://dealerpull.blob.core.windows.net/photos-353520/img_133741793973017805.jpg,https://dealerpull.blob.core.windows.net/photos-353520/img_133741793980515375.jpg"
285,3N1CP5CU0KL503668,EB3668,2019,Nissan,Kicks,S,Used,FWD,Automatic,79413,WHITE,,18900,,,"https://dealerpull.blob.core.windows.net/photos-325611/img_133617605518443066.jpg,https://dealerpull.blob.core.windows.net/photos-325611/img_133617605553899013.jpg,https://dealerpull.blob.core.windows.net/photos-325611/img_133617605539577268.jpg,https://dealerpull.blob.core.windows.net/photos-325611/img_133617605538423855.jpg,https://dealerpull.blob.core.windows.net/photos-325611/img_133617605521080748.jpg,https://dealerpull.blob.core.windows.net/photos-325611/img_133617605556434108.jpg,https://dealerpull.blob.core.windows.net/photos-325611/img_133617605519885762.jpg,https://dealerpull.blob.core.windows.net/photos-325611/img_133617605522230205.jpg,https://dealerpull.blob.core.windows.net/photos-325611/img_133617605523170753.jpg,https://dealerpull.blob.core.windows.net/photos-325611/img_133617605536463649.jpg,https://dealerpull.blob.core.windows.net/photos-325611/img_133617605552929814.jpg,https://dealerpull.blob.core.windows.net/photos-325611/img_133617605560444353.jpg"
285,3CZRU6H35JM103775,EB3775,2018,Honda,HR-V,LX 4WD CVT,Used,4X4,Automatic,151773,white,,18900,,Power Windows;Telescopic Steering Wheel;Cruise Control;Passenger Front Airbag Off/On;Driver Side Airbag;Anti-lock Brakes / ABS;Theft Deterrent/Alarm;Child Safety Locks;,"https://dealerpull.blob.core.windows.net/photos-330267/img_133633997026926879.jpg,https://dealerpull.blob.core.windows.net/photos-330267/img_133633997035475128.jpg,https://dealerpull.blob.core.windows.net/photos-330267/img_133633997033895466.jpg,https://dealerpull.blob.core.windows.net/photos-330267/img_133633997061262499.jpg,https://dealerpull.blob.core.windows.net/photos-330267/img_133633997031897545.jpg,https://dealerpull.blob.core.windows.net/photos-330267/img_133633997065136057.jpg,https://dealerpull.blob.core.windows.net/photos-330267/img_133633997066812372.jpg,https://dealerpull.blob.core.windows.net/photos-330267/img_133633997030202220.jpg,https://dealerpull.blob.core.windows.net/photos-330267/img_133633997068475492.jpg,https://dealerpull.blob.core.windows.net/photos-330267/img_133633997069815187.jpg,https://dealerpull.blob.core.windows.net/photos-330267/img_133633997079633621.jpg,https://dealerpull.blob.core.windows.net/photos-330267/img_133633997081353082.jpg"
285,3MZBN1T78HM145592,EB5592,2017,Mazda,MAZDA3,SV MT 4-Door,Used,FWD,Automatic,122114,BLACK,BLACK,15490,,,"https://dealerpull.blob.core.windows.net/photos-330833/img_133637412892220265.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412860594832.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412861803001.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412862889070.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412874877076.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412894522522.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412877294564.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412878491681.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412893433252.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412895736560.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412858407470.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412859396998.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412876247879.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412879575315.jpg,https://dealerpull.blob.core.windows.net/photos-330833/img_133637412896772490.jpg"
285,2T3B1RFV4KW023082,EB3082,2019,Toyota,RAV4,LE,Used,FWD,Automatic,146610,GRAY,,24900,,Anti-lock Brakes / ABS;Child Safety Locks;Cruise Control;Driver Side Airbag;Passenger Front Airbag Off/On;Power Windows;Telescopic Steering Wheel;,"https://dealerpull.blob.core.windows.net/photos-333227/img_133646997493465477.jpg,https://dealerpull.blob.core.windows.net/photos-333227/img_133646997502513932.jpg,https://dealerpull.blob.core.windows.net/photos-333227/img_133646997474028350.jpg,https://dealerpull.blob.core.windows.net/photos-333227/img_133646997471183773.jpg,https://dealerpull.blob.core.windows.net/photos-333227/img_133646997472771232.jpg,https://dealerpull.blob.core.windows.net/photos-333227/img_133646997494702156.jpg,https://dealerpull.blob.core.windows.net/photos-333227/img_133646997475422238.jpg,https://dealerpull.blob.core.windows.net/photos-333227/img_133646997489634269.jpg,https://dealerpull.blob.core.windows.net/photos-333227/img_133646997504559157.jpg,https://dealerpull.blob.core.windows.net/photos-333227/img_133646997476485094.jpg,https://dealerpull.blob.core.windows.net/photos-333227/img_133646997491175264.jpg,https://dealerpull.blob.core.windows.net/photos-333227/img_133646997492405808.jpg,https://dealerpull.blob.core.windows.net/photos-333227/img_133646997503551263.jpg"
285,3N1AB7AP4HY320882,EB0882,2017,Nissan,Sentra,SV,Used,FWD,Transmission Type,143175,BLUE,,10490,,Anti-lock Brakes / ABS;Child Safety Locks;Cruise Control;Driver Side Airbag;Passenger Front Airbag Off/On;Power Adjustable Pedals;Power Door Locks;Power Windows;Rear Defrost;Remote / Keyless Entry;Steering Wheel Controls;Telescopic Steering Wheel;Tilt Steering Wheel;Traction Control;Trip Computer;Vehicle Stability Management VSM;,"https://dealerpull.blob.core.windows.net/photos-334337/img_133661334624117670.jpg,https://dealerpull.blob.core.windows.net/photos-334337/img_133661334626597388.jpg,https://dealerpull.blob.core.windows.net/photos-334337/img_133661334627820156.jpg,https://dealerpull.blob.core.windows.net/photos-334337/img_133661334628946923.jpg,https://dealerpull.blob.core.windows.net/photos-334337/img_133661334630114219.jpg,https://dealerpull.blob.core.windows.net/photos-334337/img_133661334653946241.jpg,https://dealerpull.blob.core.windows.net/photos-334337/img_133661334655238184.jpg,https://dealerpull.blob.core.windows.net/photos-334337/img_133661334656927918.jpg"
285,1G1BE5SM4G7323470,82,2016,Chevrolet,Cruze,LT Auto,Used,FWD,Automatic,126160,Black,,11900,,,"https://dealerpull.blob.core.windows.net/photos-334567/img_133661345297064470.jpg,https://dealerpull.blob.core.windows.net/photos-334567/img_133661345298963892.jpg,https://dealerpull.blob.core.windows.net/photos-334567/img_133661345300422457.jpg,https://dealerpull.blob.core.windows.net/photos-334567/img_133661345301947333.jpg,https://dealerpull.blob.core.windows.net/photos-334567/img_133661345303898576.jpg,https://dealerpull.blob.core.windows.net/photos-334567/img_133661345320041451.jpg,https://dealerpull.blob.core.windows.net/photos-334567/img_133661345321644474.jpg,https://dealerpull.blob.core.windows.net/photos-334567/img_133661345323489050.jpg,https://dealerpull.blob.core.windows.net/photos-334567/img_133661345324745904.jpg,https://dealerpull.blob.core.windows.net/photos-334567/img_133661345326757959.jpg,https://dealerpull.blob.core.windows.net/photos-334567/img_133661345333554529.jpg,https://dealerpull.blob.core.windows.net/photos-334567/img_133661345335247997.jpg"
